80.119.195.142,1.20.133.251
154.130.220.199,1.31.116.103
80.71.234.234,1.228.183.243
64.154.193.158,1.24.246.129
234.42.76.57,1.36.8.229
50.149.136.238,1.195.59.142
158.58.158.3,1.208.36.210
153.18.161.161,1.235.250.176
138.171.61.53,1.62.29.213
1.164.13.118,1.58.243.210
207.164.250.249,1.34.239.252
127.97.71.107,1.24.232.254
118.37.46.77,1.204.244.70
168.43.234.29,1.251.135.227
202.172.242.51,1.69.152.52
220.54.253.84,1.67.216.13
112.66.75.236,1.54.152.142
51.221.17.141,1.4.252.159
82.84.160.19,1.158.114.7
140.136.13.192,1.176.216.111
204.97.231.117,1.5.214.132
77.247.157.52,1.146.117.146
103.105.217.103,1.29.154.194
133.120.86.51,1.202.83.49
184.1.243.1,1.85.51.199
211.239.143.84,1.16.15.152
244.40.6.169,1.166.176.147
146.125.115.251,1.71.255.37
163.232.212.40,1.25.231.180
128.217.149.14,1.247.216.163
77.91.104.11,1.178.176.112
62.147.233.115,1.194.195.168
235.20.10.173,1.125.50.147
5.71.243.224,1.15.83.208
124.17.46.176,1.71.71.251
195.35.121.39,1.220.107.23
124.134.8.243,1.45.199.9
143.14.176.113,1.32.118.151
10.56.60.32,1.170.89.80
237.115.73.254,1.57.19.72
209.109.91.89,1.50.182.119
8.95.80.202,1.103.78.133
213.15.193.191,1.216.223.75
161.83.203.215,1.155.57.242
142.46.17.20,1.205.32.144
125.155.211.149,1.224.243.47
173.206.156.163,1.49.69.50
13.179.79.173,1.11.227.62
58.16.58.158,1.8.81.217
143.63.252.245,1.115.72.185
192.34.196.106,1.166.250.233
136.67.1.99,1.45.171.209
237.83.111.87,1.133.70.202
38.11.201.68,1.15.56.131
126.226.167.109,1.74.67.68
208.233.46.105,1.130.186.12
80.233.242.162,1.92.97.139
204.167.59.129,1.101.69.224
206.53.219.152,1.98.168.124
79.194.209.20,1.144.245.252
197.249.199.55,1.108.21.188
249.191.138.125,1.130.71.116
73.156.85.11,1.202.163.158
35.55.30.90,1.30.228.69
19.202.103.101,1.221.4.147
202.107.0.33,1.68.23.54
131.94.195.124,1.5.211.203
215.0.91.53,1.26.230.9
208.142.6.177,1.237.121.23
64.130.12.50,1.252.199.253
189.54.214.24,1.122.86.214
248.171.85.159,1.143.108.255
25.206.40.42,1.24.129.9
45.118.90.103,1.118.201.30
93.73.6.181,1.68.154.51
108.181.185.206,1.182.161.177
183.92.96.18,1.217.122.153
228.25.36.189,1.184.114.190
30.166.42.146,1.88.46.33
222.35.194.92,1.51.228.226
11.178.40.114,1.196.187.19
91.141.187.91,1.224.58.78
32.154.201.234,1.120.92.219
41.50.148.6,1.241.59.154
145.31.31.234,1.91.192.236
197.207.43.69,1.181.234.42
38.82.164.235,1.94.147.173
119.106.197.48,1.152.59.136
246.45.155.233,1.215.108.192
171.16.57.87,1.98.135.42
152.66.233.173,1.5.152.22
6.159.101.194,1.54.147.45
25.86.166.146,1.7.222.104
233.213.85.239,1.1.106.190
74.146.130.83,1.16.27.221
154.108.172.9,1.22.31.20
126.23.20.28,1.114.170.237
158.21.174.61,1.217.161.147
47.210.137.30,1.191.185.238
150.216.200.65,1.247.34.150
169.220.104.70,1.16.138.89
94.184.25.134,1.129.143.59
135.212.60.151,1.130.187.185
109.254.109.110,1.54.233.181
95.173.73.183,1.15.91.89
181.219.210.179,1.98.233.147
218.45.195.113,1.65.168.240
246.135.7.225,1.247.70.245
185.54.13.236,1.71.69.161
196.101.166.217,1.56.182.117
103.88.127.147,1.145.177.238
116.30.96.109,1.101.69.248
142.28.67.114,1.91.63.93
59.116.183.65,1.80.118.186
193.185.217.54,1.159.128.115
245.13.41.93,1.59.136.52
192.153.106.181,1.246.105.189
229.83.151.241,1.156.57.30
182.130.193.241,1.86.199.205
154.174.140.5,1.128.152.112
142.108.158.161,1.83.81.212
77.120.61.251,1.80.121.92
112.231.56.107,1.83.18.177
218.202.96.242,1.232.128.150
63.176.235.170,1.130.89.0
25.153.121.83,1.168.40.84
173.96.239.33,1.252.200.193
40.102.41.19,1.66.100.49
44.26.99.57,1.114.126.113
58.31.111.87,1.3.115.20
94.232.18.197,1.232.152.50
4.81.91.19,1.254.116.135
175.67.43.52,1.194.15.105
186.254.194.234,1.127.187.227
86.206.65.234,1.250.78.6
224.140.131.3,1.252.66.85
232.241.175.22,1.48.132.55
207.114.70.166,1.210.249.230
129.158.45.116,1.75.131.192
17.42.69.134,1.192.214.45
179.158.215.211,1.24.157.233
3.87.195.62,1.225.247.240
247.134.140.223,1.172.15.232
56.229.106.201,1.119.18.106
21.107.60.117,1.129.41.208
88.76.196.189,1.98.245.246
107.84.72.211,1.97.81.145
118.36.219.69,1.131.206.109
252.96.173.139,1.126.78.92
184.23.14.151,1.37.240.172
215.56.51.213,1.33.233.182
96.78.119.70,1.106.138.233
11.5.98.119,1.9.129.126
227.6.181.206,1.46.254.190
175.234.238.148,1.234.71.5
2.53.70.137,1.51.97.141
185.203.15.109,1.222.184.168
158.195.238.38,1.104.215.245
21.224.19.22,1.209.13.204
192.11.150.228,1.107.39.163
217.15.54.37,1.82.159.88
168.174.13.98,1.202.241.0
125.230.221.184,1.42.213.52
207.166.208.117,1.116.18.102
78.168.43.16,1.169.221.52
129.53.80.204,1.68.5.238
133.196.156.188,1.117.112.69
100.217.200.168,1.1.146.229
218.37.69.135,1.44.186.75
179.62.192.22,1.246.57.82
31.46.240.24,1.49.10.54
201.127.104.176,1.180.174.247
146.205.65.234,1.83.99.113
121.126.234.58,1.38.8.178
25.15.146.185,1.39.166.77
47.126.151.236,1.187.64.53
204.172.92.243,1.218.47.13
214.132.173.118,1.119.211.63
57.57.235.211,1.114.21.66
217.16.79.79,1.171.29.165
64.197.187.250,1.217.221.179
145.219.249.210,1.14.74.190
73.162.117.223,1.203.48.18
78.7.202.199,1.195.78.115
128.112.91.129,1.118.181.63
135.103.27.209,1.190.186.21
80.87.138.127,1.15.94.174
139.222.195.144,1.169.1.18
133.136.40.214,1.33.142.130
93.253.107.193,1.150.221.142
190.210.235.219,1.124.250.181
86.110.209.186,1.68.218.70
32.10.79.91,1.56.24.100
254.145.101.80,1.51.63.85
90.204.74.111,1.252.163.40
165.50.111.116,1.20.167.149
200.32.44.85,1.253.112.104
200.189.33.107,1.78.19.113
171.119.99.225,1.116.20.186
201.133.73.241,1.182.187.142
51.244.219.130,1.222.142.17
210.22.88.226,1.39.164.114
23.89.230.111,1.89.127.93
15.12.7.184,1.0.192.126
11.161.218.214,1.69.252.27
165.197.189.190,1.70.2.78
30.127.49.245,1.237.212.247
16.64.76.235,1.17.241.75
198.28.213.17,1.163.15.129
145.130.251.40,1.87.16.183
216.227.86.119,1.233.189.44
43.188.133.49,1.200.59.64
209.201.254.164,1.207.211.76
36.242.90.139,1.54.52.162
7.28.194.39,1.194.19.133
3.240.211.221,1.203.114.135
9.53.251.140,1.120.87.166
239.23.20.167,1.165.223.228
227.254.120.9,1.63.194.205
150.223.82.141,1.64.59.249
27.0.78.163,1.123.48.218
93.142.161.19,1.254.225.160
159.44.144.246,1.195.227.44
34.129.93.231,1.71.131.104
137.181.6.129,1.214.164.61
46.111.44.84,1.109.96.241
100.77.50.135,1.173.144.185
25.71.12.63,1.153.90.38
64.165.16.236,1.187.99.2
97.177.113.11,1.92.66.217
184.241.244.67,1.246.115.123
226.54.103.251,1.240.171.237
72.171.241.106,1.32.60.71
131.79.104.63,1.76.230.134
95.73.188.202,1.203.141.234
219.121.144.123,1.119.66.53
22.163.251.19,1.95.197.190
255.253.208.53,1.198.232.159
180.52.1.103,1.90.222.75
115.228.121.242,1.160.141.185
38.6.128.158,1.140.214.218
89.56.128.40,1.47.47.88
71.213.83.88,1.28.7.253
150.113.77.93,1.83.88.238
233.190.98.64,1.46.72.244
101.121.110.247,1.115.10.134
164.122.238.249,1.64.129.184
181.187.74.223,1.174.232.166
100.115.241.34,1.21.236.213
204.255.227.36,1.45.182.26
245.87.14.187,1.44.18.16
150.171.14.64,1.37.29.110
224.78.37.68,1.151.220.9
133.48.98.25,1.52.172.133
92.213.109.232,1.194.160.1
118.181.105.142,1.12.164.60
239.73.228.171,1.33.43.115
201.57.12.67,1.206.7.134
237.155.96.100,1.51.216.14
203.81.73.124,1.186.207.196
120.127.138.22,1.21.254.78
167.54.119.212,1.243.191.199
35.201.206.227,1.253.102.54
176.95.245.24,1.88.184.59
74.154.76.83,1.164.31.143
39.203.79.193,1.182.118.14
195.233.101.27,1.195.224.189
168.147.186.50,1.131.25.245
249.84.147.7,1.58.138.88
163.126.121.200,1.192.136.75
14.117.6.6,1.136.26.122
27.25.64.230,1.200.169.101
254.176.111.28,1.78.162.229
199.244.146.182,1.110.126.16
246.123.207.230,1.158.51.19
239.69.132.86,1.182.254.66
195.181.18.79,1.207.76.96
100.143.197.209,1.249.138.132
12.216.254.133,1.211.19.115
64.45.148.160,1.157.207.147
21.163.252.8,1.123.119.101
165.158.32.123,1.208.87.148
193.118.6.162,1.249.136.220
198.134.138.112,1.186.65.57
166.155.43.69,1.245.88.64
166.58.153.183,1.195.22.59
38.208.157.3,1.89.85.177
68.3.106.78,1.221.25.140
29.91.13.149,1.92.214.130
39.30.111.148,1.164.130.170
47.37.140.202,1.77.233.72
4.163.203.105,1.172.200.17
112.77.155.107,1.158.147.42
36.98.227.109,1.57.148.26
207.10.95.162,1.98.212.222
37.195.230.65,1.23.161.111
95.226.205.5,1.149.169.124
99.244.239.250,1.86.29.65
167.0.31.250,1.96.61.218
149.73.103.78,1.137.54.162
11.188.223.37,1.232.126.166
86.151.108.218,1.167.92.143
215.115.161.169,1.16.171.23
42.92.174.140,1.232.241.67
65.18.217.40,1.131.129.38
232.57.71.11,1.71.133.193
97.254.37.18,1.112.115.248
176.54.145.232,1.48.253.34
234.139.235.80,1.36.208.120
43.47.51.15,1.48.55.57
210.132.16.64,1.14.250.186
158.182.100.14,1.43.225.188
112.142.74.78,1.248.42.150
128.160.72.106,1.116.11.193
60.42.115.177,1.8.241.183
130.157.190.206,1.250.38.255
180.116.130.213,1.169.69.134
167.126.42.222,1.155.91.193
254.74.37.55,1.185.86.175
13.124.137.57,1.36.89.167
252.93.82.180,1.192.142.27
46.210.153.67,1.103.213.132
148.43.106.37,1.140.87.96
208.29.154.120,1.112.218.234
203.175.229.246,1.63.176.154
205.105.98.73,1.71.50.161
108.176.238.163,1.93.39.242
201.42.168.254,1.88.95.224
123.99.108.43,1.105.190.202
18.245.195.39,1.100.137.7
219.206.97.238,1.232.185.229
152.203.76.106,1.207.241.42
56.107.175.69,1.11.47.106
136.120.33.194,1.43.66.232
247.217.65.113,1.112.148.80
97.83.110.20,1.45.156.169
59.226.80.130,1.142.95.229
31.221.137.51,1.112.81.9
253.88.105.113,1.165.1.215
106.10.235.122,1.36.194.208
114.119.203.247,1.160.67.27
178.128.132.141,1.198.161.209
164.114.235.167,1.31.211.127
193.236.253.175,1.220.89.5
148.167.19.145,1.34.122.148
79.140.90.30,1.84.7.242
15.65.146.255,1.248.84.94
251.229.112.8,1.132.27.107
138.12.137.196,1.204.42.11
200.157.239.85,1.187.51.226
19.29.230.153,1.102.158.21
202.122.72.207,1.75.101.59
196.98.129.194,1.162.136.36
110.230.179.6,1.58.141.246
28.90.127.132,1.92.182.133
115.202.29.38,1.112.111.252
72.225.133.203,1.197.171.94
4.115.212.255,1.253.198.161
19.69.230.53,1.181.212.109
208.185.202.203,1.103.241.67
244.96.187.168,1.243.100.98
81.250.160.29,1.172.214.230
86.243.144.167,1.57.229.213
140.230.28.197,1.249.167.221
126.18.212.214,1.61.25.227
70.114.202.30,1.120.250.51
11.190.130.171,1.230.247.123
174.50.148.115,1.219.108.70
144.214.54.93,1.205.168.128
115.167.198.90,1.215.179.221
14.193.81.123,1.84.139.91
112.168.173.204,1.155.139.32
207.111.197.75,1.117.11.186
156.15.92.113,1.99.67.197
45.4.254.36,1.129.127.78
102.105.142.255,1.222.202.199
104.220.215.68,1.128.108.223
212.114.211.122,1.125.125.138
136.200.208.251,1.218.145.228
220.237.16.19,1.25.125.72
175.135.119.69,1.205.176.217
53.102.242.106,1.79.69.115
182.143.28.47,1.88.37.171
250.61.13.125,1.201.34.232
252.190.240.252,1.238.120.146
8.138.128.221,1.17.199.65
221.86.161.134,1.136.121.90
255.115.141.255,1.143.225.53
151.60.152.219,1.244.92.2
131.26.138.156,1.139.100.88
16.210.210.124,1.199.140.201
252.172.160.187,1.42.162.85
192.91.38.187,1.1.136.46
230.98.70.90,1.89.205.88
145.217.84.202,1.106.121.44
96.182.237.54,1.31.32.195
1.135.12.175,1.37.197.94
76.223.24.30,1.3.245.16
235.177.88.146,1.125.161.22
34.213.25.192,1.141.93.27
70.137.125.39,1.216.223.45
52.130.110.64,1.238.65.222
60.182.132.215,1.44.176.244
36.141.147.187,1.225.126.76
146.89.179.68,1.157.8.20
158.159.34.197,1.107.136.113
177.234.166.194,1.109.20.145
14.222.80.160,1.118.16.53
250.230.160.65,1.181.65.214
206.32.176.157,1.112.55.122
182.175.116.84,1.127.26.126
114.222.189.161,1.17.34.189
129.24.229.97,1.207.177.146
62.99.75.213,1.58.136.98
135.4.57.150,1.116.37.100
0.158.254.230,1.166.233.21
240.219.155.172,1.180.211.14
13.127.131.193,1.53.158.31
161.26.127.22,1.34.240.47
71.114.94.64,1.102.202.16
96.123.116.22,1.126.75.63
153.8.151.225,1.184.84.201
222.247.164.35,1.107.14.18
168.203.150.17,1.7.98.164
85.182.86.238,1.134.161.238
110.138.22.80,1.94.37.196
99.151.155.119,1.26.40.48
243.6.176.42,1.155.80.105
215.209.131.142,1.221.190.87
76.7.196.114,1.4.4.0
181.18.155.192,1.209.109.87
177.19.253.130,1.57.249.207
46.37.238.242,1.39.164.204
74.233.162.132,1.215.242.245
77.56.247.220,1.108.195.18
151.125.64.166,1.188.56.8
185.32.64.46,1.14.107.132
27.243.187.34,1.154.41.236
195.92.227.18,1.111.242.234
104.212.64.54,1.248.44.87
248.165.130.213,1.61.117.89
221.72.2.86,1.89.177.221
17.101.51.214,1.31.101.107
140.112.105.194,1.158.40.174
111.177.225.21,1.70.73.99
144.215.44.130,1.59.108.198
29.92.155.64,1.126.181.94
204.2.71.37,1.103.234.100
149.164.72.33,1.164.203.163
48.174.6.210,1.147.189.250
195.32.237.153,1.136.219.248
159.61.69.35,1.96.245.66
223.9.10.210,1.37.122.99
61.83.155.11,1.237.162.102
86.255.146.56,1.110.248.106
119.145.225.220,1.244.184.124
55.178.206.123,1.252.83.234
236.254.63.167,1.15.236.17
55.103.177.81,1.202.195.53
107.238.138.214,1.122.244.97
148.23.167.7,1.209.117.209
165.79.38.54,1.253.84.41
212.42.166.180,1.188.188.110
147.231.106.246,1.214.17.210
119.108.117.5,1.106.9.216
115.229.64.187,1.196.157.242
64.118.237.139,1.126.63.208
245.0.44.198,1.95.40.51
188.252.238.250,1.24.248.144
58.191.48.75,1.3.144.6
18.53.36.216,1.57.2.81
76.249.121.82,1.27.158.224
245.245.163.85,1.147.248.70
216.40.169.94,1.104.53.136
8.199.20.159,1.141.118.165
130.77.183.87,1.6.91.67
175.228.255.8,1.98.213.83
243.180.149.15,1.109.69.205
66.242.17.21,1.157.19.246
27.27.206.4,1.172.47.80
53.191.140.116,1.7.116.233
208.1.251.86,1.212.83.109
136.18.210.90,1.181.66.69
166.137.240.146,1.182.113.61
100.168.248.20,1.178.98.212
115.114.242.165,1.163.91.65
250.39.100.140,1.20.140.124
84.78.227.96,1.203.233.218
229.109.151.95,1.212.5.47
232.229.96.225,1.212.25.99
97.61.232.235,1.27.40.122
135.140.121.159,1.153.119.126
129.136.111.206,1.210.176.209
175.36.247.209,1.206.131.234
212.71.42.101,1.29.127.36
52.115.151.227,1.31.126.72
176.64.103.127,1.122.201.217
8.215.124.229,1.179.237.127
151.112.26.133,1.80.129.130
185.100.61.82,1.84.58.152
184.199.236.46,1.91.219.111
237.119.190.205,1.149.123.41
158.160.8.139,1.230.52.157
173.65.74.52,1.223.55.47
95.228.245.191,1.144.21.94
92.79.190.12,1.209.200.194
197.77.248.169,1.188.24.139
135.248.193.167,1.201.37.165
138.96.183.184,1.148.104.252
25.4.203.39,1.242.239.138
35.21.95.156,1.52.145.205
15.152.248.132,1.254.21.93
53.34.222.46,1.89.146.210
248.177.190.226,1.14.244.167
14.19.220.212,1.202.186.208
166.74.240.20,1.208.46.35
163.85.150.243,1.72.228.103
162.163.144.104,1.208.15.138
193.27.175.150,1.52.190.0
195.154.85.40,1.167.134.247
102.247.246.137,1.165.167.103
176.155.198.128,1.136.146.36
212.152.239.11,1.198.225.129
71.252.24.39,1.147.252.115
171.226.128.173,1.183.224.45
43.172.70.181,1.39.92.24
51.89.241.34,1.69.137.152
23.148.11.222,1.172.10.59
89.119.239.231,1.220.227.42
197.241.81.60,1.16.0.175
34.105.104.185,1.247.83.46
140.160.206.36,1.14.69.48
76.236.237.117,1.42.254.165
191.41.44.132,1.121.30.157
161.72.32.31,1.226.254.233
95.17.43.130,1.205.37.67
167.152.254.109,1.112.70.42
113.149.65.202,1.91.156.166
89.102.65.106,1.237.42.209
2.44.191.82,1.105.6.76
26.149.198.181,1.209.67.85
6.78.46.38,1.91.218.64
62.179.124.108,1.148.135.218
168.148.7.5,1.127.238.74
127.99.201.118,1.208.60.12
245.214.3.113,1.196.232.151
192.66.121.31,1.45.194.252
145.75.49.53,1.243.120.176
129.52.73.138,1.119.172.186
222.190.160.176,1.81.3.26
202.9.104.153,1.68.128.237
45.111.196.154,1.134.188.59
103.182.250.87,1.32.65.105
144.182.179.202,1.225.129.124
195.215.232.79,1.218.208.106
221.241.93.238,1.98.182.206
202.157.154.248,1.226.248.67
132.156.57.47,1.57.37.164
184.151.38.126,1.149.70.182
207.101.247.98,1.156.223.148
181.132.60.36,1.245.199.207
57.139.149.234,1.190.64.47
102.122.182.99,1.114.21.24
5.207.153.254,1.43.5.192
184.204.211.251,1.98.127.9
233.11.240.61,1.117.240.28
47.69.79.148,1.146.22.78
25.47.135.121,1.2.156.202
55.121.165.87,1.235.187.43
137.149.47.248,1.223.101.27
51.41.123.77,1.218.10.122
71.171.179.170,1.40.106.21
101.163.91.37,1.184.144.238
135.100.205.5,1.2.64.39
202.50.16.140,1.170.60.236
254.225.109.141,1.6.98.25
32.237.162.236,1.55.36.233
106.11.175.161,1.174.183.170
72.158.203.250,1.99.64.187
140.58.186.115,1.134.255.129
95.220.139.73,1.7.236.153
182.234.56.78,1.176.117.213
205.219.119.75,1.41.106.138
55.129.110.127,1.82.128.34
181.52.67.135,1.175.74.68
198.125.117.142,1.243.173.45
161.239.53.68,1.86.250.170
189.122.5.154,1.9.33.185
161.48.61.3,1.2.140.4
50.41.102.106,1.21.114.174
7.104.121.240,1.93.246.222
222.45.168.135,1.149.6.144
32.157.51.147,1.106.181.83
50.196.194.157,1.109.188.53
187.6.152.7,1.138.122.24
157.141.168.147,1.114.79.212
96.7.118.110,1.57.174.12
161.166.102.84,1.102.141.34
7.134.16.14,1.38.154.222
89.8.69.12,1.215.224.19
198.136.225.241,1.240.79.170
13.127.114.2,1.20.190.24
17.134.203.40,1.183.149.152
47.82.63.104,1.85.244.60
243.145.195.52,1.60.40.190
75.151.174.30,1.41.193.48
249.74.181.68,1.15.237.91
108.186.77.32,1.47.242.219
3.9.148.42,1.81.245.71
167.181.71.202,1.73.197.16
99.113.175.215,1.215.54.173
120.78.111.85,1.195.196.9
206.0.246.118,1.232.186.45
226.202.219.114,1.105.169.20
140.43.133.63,1.248.168.186
170.248.49.43,1.154.123.188
201.125.107.155,1.193.30.20
19.150.227.147,1.175.214.12
122.116.142.53,1.77.220.208
191.32.232.14,1.181.20.11
162.28.113.253,1.63.30.122
86.155.10.122,1.241.221.232
56.205.146.21,1.220.165.180
72.8.226.83,1.182.24.87
58.2.131.217,1.12.107.245
88.14.48.244,1.11.213.150
236.160.195.153,1.248.83.86
9.114.101.206,1.198.24.23
204.117.108.85,1.212.2.147
166.154.36.6,1.151.229.137
212.105.119.209,1.93.177.52
124.181.80.183,1.242.92.236
153.208.84.58,1.192.5.9
165.245.107.8,1.86.185.151
161.9.117.193,1.180.55.225
197.117.49.74,1.245.1.137
201.177.1.1,1.66.209.22
13.161.132.46,1.71.66.18
121.93.168.59,1.78.26.42
185.255.131.140,1.11.130.4
106.250.16.2,1.116.157.55
133.113.232.60,1.182.146.36
70.210.205.248,1.154.225.59
122.156.180.83,1.63.239.142
84.213.0.178,1.95.0.21
179.8.10.17,1.149.217.35
146.222.46.32,1.77.188.158
106.179.230.35,1.16.206.231
242.228.49.220,1.105.63.38
225.0.188.189,1.84.107.121
125.204.244.79,1.181.54.148
222.174.203.158,1.238.164.226
177.198.159.211,1.203.52.191
121.69.191.130,1.88.179.141
3.110.228.172,1.202.216.180
135.147.200.113,1.6.143.236
70.87.161.8,1.215.162.95
144.244.215.247,1.173.234.250
193.255.62.218,1.219.121.153
97.61.151.185,1.35.69.50
65.6.229.185,1.1.250.212
163.76.11.206,1.200.168.201
71.19.171.0,1.173.147.0
90.54.85.159,1.28.0.102
86.77.211.71,1.111.40.85
119.21.181.45,1.226.118.156
60.108.103.117,1.110.5.215
120.176.184.10,1.46.26.198
5.0.78.82,1.15.183.148
28.66.37.145,1.141.17.142
240.170.134.159,1.247.211.46
178.52.116.195,1.51.177.75
65.154.209.249,1.5.238.18
125.131.100.32,1.74.31.217
104.95.235.61,1.12.95.151
65.5.10.63,1.52.228.125
101.73.159.28,1.79.250.227
140.209.213.75,1.205.29.131
166.157.211.136,1.26.212.140
18.137.93.75,1.165.146.133
229.230.105.97,1.241.216.102
80.189.218.116,1.237.220.162
104.141.255.186,1.147.203.213
150.242.8.164,1.26.23.143
204.91.4.52,1.96.214.116
64.42.141.224,1.208.181.87
132.218.40.108,1.50.212.170
149.2.153.183,1.232.192.117
173.140.66.162,1.198.225.116
11.25.251.20,1.45.153.144
100.175.141.35,1.22.87.196
206.78.219.103,1.207.68.112
85.4.240.219,1.196.92.234
61.210.119.201,1.84.20.143
213.244.141.154,1.34.13.179
36.19.16.122,1.247.56.213
170.174.77.215,1.195.28.6
145.42.224.48,1.147.225.59
8.223.205.249,1.50.215.127
59.132.162.129,1.20.254.111
158.164.94.182,1.196.134.99
84.235.145.72,1.77.216.109
105.128.150.78,1.239.196.88
232.22.249.19,1.235.196.71
86.81.106.201,1.92.178.129
205.60.68.100,1.115.185.64
198.148.135.234,1.9.185.33
219.204.119.239,1.86.201.47
14.42.62.108,1.240.213.50
194.108.223.196,1.105.243.42
194.134.171.125,1.184.69.69
188.175.51.111,1.253.108.241
108.53.33.250,1.41.138.62
242.31.190.124,1.190.95.89
226.224.85.210,1.161.22.217
86.34.162.174,1.171.57.59
196.143.107.163,1.13.148.130
182.88.49.42,1.151.2.169
59.212.113.19,1.140.169.65
102.205.116.169,1.120.199.142
184.15.12.24,1.3.230.41
93.189.239.3,1.83.170.105
198.70.171.5,1.18.235.253
1.63.43.182,1.167.93.51
14.145.107.113,1.121.78.169
240.166.74.126,1.53.156.105
165.251.181.210,1.28.207.66
50.111.16.55,1.5.233.229
58.59.231.128,1.7.117.97
225.182.213.145,1.189.179.134
184.238.179.226,1.117.143.15
18.45.113.9,1.143.44.107
197.32.147.159,1.159.89.28
186.64.248.233,1.13.192.68
203.197.5.234,1.111.182.192
56.205.48.68,1.121.18.203
188.175.6.158,1.125.241.54
48.215.105.136,1.210.63.245
154.66.125.105,1.201.55.235
130.248.243.123,1.109.119.33
104.19.84.83,1.171.35.213
68.190.63.97,1.114.24.199
93.170.211.134,1.193.18.76
59.123.8.203,1.5.112.41
141.83.255.12,1.3.134.21
223.121.91.67,1.175.153.120
255.35.196.245,1.250.141.12
160.211.219.15,1.202.77.236
180.221.198.246,1.62.200.166
181.120.104.77,1.71.29.47
73.225.171.3,1.138.215.47
148.195.80.86,1.46.31.90
43.230.90.223,1.253.253.220
232.235.157.99,1.20.225.134
173.164.135.176,1.191.22.168
14.27.8.0,1.231.36.102
249.58.149.120,1.69.133.237
54.177.113.92,1.247.236.241
86.80.188.59,1.215.228.191
209.13.39.249,1.92.214.81
169.191.183.139,1.218.153.246
172.236.110.66,1.91.88.144
109.240.130.213,1.86.188.69
75.161.92.129,1.52.183.234
150.248.143.213,1.131.206.239
222.240.36.46,1.147.178.24
238.8.115.173,1.79.216.243
108.68.222.55,1.223.161.191
194.170.112.165,1.148.79.16
240.25.175.129,1.18.194.9
231.101.188.137,1.19.90.168
164.135.230.19,1.106.198.79
10.236.6.2,1.232.125.165
137.51.165.105,1.174.192.216
165.220.70.139,1.178.252.161
174.232.212.7,1.35.110.21
47.226.247.59,1.113.209.11
22.197.187.109,1.31.0.194
84.38.246.148,1.211.151.80
222.110.54.137,1.137.0.156
240.99.24.191,1.237.117.149
168.186.226.40,1.222.129.94
121.226.212.197,1.174.15.79
7.146.31.137,1.22.219.11
37.87.167.187,1.142.231.199
216.120.171.28,1.141.164.154
214.60.152.28,1.138.128.113
52.95.13.39,1.8.172.235
12.201.220.3,1.238.193.203
175.220.59.71,1.182.162.167
72.176.90.106,1.60.157.70
41.203.116.56,1.91.254.93
164.222.186.101,1.14.67.65
58.43.185.43,1.166.239.217
135.105.169.90,1.26.95.103
